DateTime,open,high,low,close,actual,mid,SD,lower,upper
2025-02-01 09:16:00,2353830,2359160,2352475,2353605,2353.605,2353.3586740681576,0.8387516526548542,2351.681170762848,2355.036177373467
2025-02-01 09:17:00,2353540,2353585,2351555,2352220,2352.22,2353.4447468803523,0.8238563943735914,2351.7970340916054,2355.0924596690993
2025-02-01 09:18:00,2352240,2352665,2350360,2350380,2350.38,2353.0284699071335,1.040959974096872,2350.9465499589396,2355.1103898553274
2025-02-01 09:19:00,2350425,2350895,2349920,2350555,2350.555,2352.2852954802806,1.6437249108426308,2348.9978456585955,2355.572745301966
2025-02-01 09:20:00,2350375,2350375,2349260,2349840,2349.84,2351.9225809071513,1.3338038365492797,2349.2549732340526,2354.59018858025
2025-02-01 09:21:00,2349850,2349980,2348010,2348710,2348.71,2351.347419721934,1.4268845398706824,2348.4936506421927,2354.201188801675
2025-02-01 09:22:00,2348490,2349825,2347970,2348860,2348.86,2350.649209767078,1.677261512069814,2347.294686742938,2354.0037327912178
2025-02-01 09:23:00,2348760,2349650,2348110,2349650,2349.65,2350.2558306698697,1.361174858165522,2347.533480953539,2352.9781803862006
2025-02-01 09:24:00,2349650,2350240,2349075,2349370,2349.37,2350.1635420314337,0.9591704746080066,2348.2452010822176,2352.08188298065
2025-02-01 09:25:00,2349195,2349730,2348955,2349440,2349.44,2349.9324156241496,0.9323075071621003,2348.0678006098256,2351.7970306384736
2025-02-01 09:26:00,2349415,2349905,2349095,2349345,2349.345,2349.8343089902246,0.867498656756576,2348.0993116767113,2351.569306303738
2025-02-01 09:27:00,2349240,2350230,2349060,2350095,2350.095,2349.702531529748,0.8579160219363201,2347.9866994858753,2351.4183635736204
2025-02-01 09:28:00,2350155,2350230,2349405,2349875,2349.875,2349.863084098575,0.8423670353385485,2348.178350027898,2351.5478181692524
2025-02-01 09:29:00,2349780,2350585,2349405,2350330,2350.33,2349.8250700221197,0.8138725949626273,2348.197324832194,2351.452815212045
2025-02-01 09:30:00,2350280,2350775,2349925,2350670,2350.67,2349.997348789533,0.8534120858113804,2348.2905246179103,2351.704172961156
2025-02-01 09:31:00,2351005,2353270,2350620,2353270,2353.27,2350.168751837919,0.8906061334353397,2348.3875395710484,2351.9499641047896
2025-02-01 09:32:00,2353335,2358950,2353330,2358395,2358.395,2351.121349804908,1.8442105806416094,2347.4329286436246,2354.809770966191
2025-02-01 09:33:00,2358430,2358430,2355165,2355735,2355.735,2353.2120637826433,4.0034656242100395,2345.205132534223,2361.2189950310635
2025-02-01 09:34:00,2355750,2356425,2355535,2355895,2355.895,2353.4784505190214,2.127257139725945,2349.2239362395694,2357.7329647984734
2025-02-01 09:35:00,2355990,2357305,2355990,2356265,2356.265,2354.186112923307,1.6825646974789767,2350.820983528349,2357.551242318265
2025-02-01 09:36:00,2356280,2356640,2355245,2355380,2355.38,2354.6701802263538,1.474095548048337,2351.721989130257,2357.6183713224505
2025-02-01 09:37:00,2355330,2355505,2353850,2354790,2354.79,2354.772272087059,1.0009074446167714,2352.770457197825,2356.7740869762924
2025-02-01 09:38:00,2354855,2356005,2354855,2355845,2355.845,2354.7513639898357,0.8376718753938674,2353.076020239048,2356.4267077406234
2025-02-01 09:39:00,2355840,2356115,2354850,2355100,2355.1,2355.1084951778357,1.000239234007979,2353.10801670982,2357.1089736458516
2025-02-01 09:40:00,2355125,2355170,2354515,2354980,2354.98,2355.012681891429,0.837523659797122,2353.3376345718348,2356.6877292110235
2025-02-01 09:41:00,2355015,2355015,2354295,2354355,2354.355,2355.027144794165,0.8133623178366947,2353.4004201584917,2356.6538694298383
2025-02-01 09:42:00,2354380,2356560,2354305,2356550,2356.55,2354.8072328681874,0.885448400342221,2353.036336067503,2356.578129668872
2025-02-01 09:43:00,2356590,2356635,2355910,2356175,2356.175,2355.424973581253,1.238422488460553,2352.948128604332,2357.9018185581745
2025-02-01 09:44:00,2356095,2356765,2355910,2356765,2356.765,2355.5051545463666,0.9657051664272834,2353.573744213512,2357.4365648792214
2025-02-01 09:45:00,2356640,2356745,2355780,2355885,2355.885,2355.889386377217,1.0688446158752265,2353.7516971454666,2358.027075608967
2025-02-01 09:46:00,2355880,2356115,2355410,2356040,2356.04,2355.787830941262,0.8488224379642386,2354.090186065334,2357.4854758171905
2025-02-01 09:47:00,2355955,2357500,2355955,2357320,2357.32,2355.8953903015895,0.8257411366855335,2354.2439080282184,2357.5468725749606
2025-02-01 09:48:00,2357175,2357845,2357175,2357410,2357.41,2356.3254697436937,1.1109368264761421,2354.1035960907416,2358.547343396646
2025-02-01 09:49:00,2357455,2357855,2357165,2357575,2357.575,2356.562128895098,1.0326589292161126,2354.496811036666,2358.62744675353
2025-02-01 09:50:00,2357560,2357840,2357145,2357385,2357.385,2356.826156951827,1.0006099197107887,2354.8249371124057,2358.8273767912488
2025-02-01 09:51:00,2357320,2357470,2356825,2357430,2357.43,2356.9370493515366,0.8888717919606933,2355.1593057676155,2358.714792935458
2025-02-01 09:52:00,2357435,2357620,2356915,2356975,2356.975,2357.066665424804,0.8614389657404093,2355.343787493323,2358.789543356285
2025-02-01 09:53:00,2356915,2358035,2356780,2358035,2358.035,2357.0034057689663,0.8179831249473404,2355.3674395190715,2358.639372018861
2025-02-01 09:54:00,2358030,2358550,2357670,2357830,2357.83,2357.351624480808,0.9791357430151328,2355.3933529947776,2359.309895966838
2025-02-01 09:55:00,2357925,2358370,2357530,2357825,2357.825,2357.414697674305,0.8721884222290031,2355.670320829847,2359.159074518763
2025-02-01 09:56:00,2357700,2358475,2357645,2358225,2358.225,2357.5301998712675,0.8467345252306497,2355.836730820806,2359.223668921729
