,arima_forecast,garch_forecast
0,2212.8026945901966,1.3371072412440759
1,2216.0661867793365,3.5957030400814154
2,2217.8292123665033,3.231738622251934
3,2219.7269104022976,2.902844524800734
4,2221.133685540172,2.488674104194965
5,2222.2160650077826,2.0673317546838175
6,2222.7021527407733,1.5567338287064822
7,2222.9619440867236,1.3300804698151134
8,2222.5451889874107,1.2914705262657984
9,2221.0709545281106,2.0648114996180986
10,2220.739738430223,1.5390416995072693
11,2219.8319647475137,1.6330797232754901
12,2218.9501303390316,1.744312994733607
13,2218.7744366388256,1.3578709489332659
14,2218.7705759812043,1.248058574831563
15,2218.2988195453718,1.331397917035497
16,2217.897555262043,1.366931479366525
17,2217.6004058204608,1.320853607663713
18,2217.2604987809523,1.3214183562460404
19,2217.1065735862144,1.27271738030853
20,2217.120264429661,1.2415937836073296
21,2217.3207876243864,1.2568972851070026
22,2217.1549763899275,1.2445811569306717
23,2217.1208498741853,1.2425034522011837
24,2217.3991168034495,1.2693282886857558
25,2217.689409171857,1.3001650853007167
26,2217.8643643747446,1.2725667184530425
27,2217.67115453898,1.2491659610742591
28,2217.2209926158357,1.346183788239993
29,2216.743847403547,1.3986158853833395
30,2215.5605229905977,1.854064864980209
31,2214.0270642072483,2.34189956476566
32,2213.6529579197845,1.5970084696128501
33,2212.453725019096,1.8514028942709087
34,2211.691685093165,1.7379862432448503
35,2210.8270322004996,1.7067855124099942
36,2209.667367464365,1.944902965301382
37,2209.2295186038773,1.5337115870789175
38,2208.085723717716,1.8216813729059584
39,2207.8681721395837,1.412723780142159
40,2207.0366632103573,1.5550320755518325
41,2206.9362672737016,1.314263893362783
42,2206.8775079167767,1.2471806626023296
43,2206.8789083053225,1.239621387965098
44,2206.699102344651,1.2526632851347783
45,2206.7739511513073,1.2399772622949823
46,2206.0910758376867,1.4121406772489264
47,2205.618782718191,1.4357679798821315
48,2204.931885229844,1.5178911005140516
49,2204.7571668406476,1.320316027131015
50,2204.583045359917,1.266179079730122
51,2204.2394477759744,1.3064375106175576
52,2203.8659587851657,1.3380485696859579
53,2203.758381581809,1.266552969373049
54,2202.9659103970253,1.503347001208337
55,2202.8247461722785,1.3191899916392584
56,2202.7811531793077,1.2473213105519998
57,2202.7405215036542,1.2407626053195164
58,2202.961632264255,1.2574547373713012
59,2202.9723955990235,1.2428723783040154
60,2202.7955815060213,1.2519773687339792
61,2202.9606341513972,1.2448810264817538
62,2203.1403837376442,1.2620032049909686
63,2203.2059486706034,1.2467400057702525
64,2203.4833852559923,1.276738590352317
65,2204.245167762828,1.5171805509681187
66,2204.2104454342584,1.2752376673328867
67,2204.8180023119303,1.384352960848001
68,2204.417322578162,1.2667946062705386
69,2204.59283651137,1.241752935465578
70,2204.732552560711,1.255241882359174
71,2204.817118926359,1.2470032734305119
72,2205.4332940762874,1.4044369029103871
73,2205.977123651869,1.4615532975565098
74,2207.042056911514,1.784470470299852
75,2207.7777458922915,1.6869328319147394
76,2207.4680832131644,1.2734248994422592
77,2207.5643659165316,1.241126088709353
78,2207.6601428752506,1.2458760712086852
79,2206.813867592835,1.4964219499383216
80,2206.764060353587,1.2974948718010646
81,2206.1167558541183,1.4170837405847616
82,2206.3970025202075,1.2530756880461789
83,2206.500484035261,1.2553933891187157
84,2206.83447066708,1.29592456788269
85,2206.9830785366767,1.2695810897744073
86,2206.998148799608,1.24250891078848
87,2206.8754343417545,1.2451243098344984
88,2206.1229375356706,1.4821086604650848
89,2205.555028865866,1.5029377901921015
90,2205.390292101819,1.305274854727909
91,2205.553447964825,1.2483968066191147
92,2205.971860645238,1.3302043673794017
93,2206.0984494125323,1.2727068007329605
94,2206.5930750739954,1.3571217213636082
95,2206.756375420489,1.2888605321088031
96,2206.9993249228833,1.2783736143953748
97,2207.144260588291,1.2620935915267308
98,2206.9821003897923,1.2461876736355033
99,2206.694400770671,1.2873598209444927
100,2206.2745870803747,1.3481271861069553
101,2205.7937951806407,1.3959866388012603
102,2205.242587067526,1.4426315387847741
103,2205.1939135890893,1.272986242553411
104,2204.7674076300773,1.3215038341881606
105,2204.809004693793,1.2478185006828224
106,2204.4673227845237,1.2846901515929727
107,2204.4535112885483,1.248069250955381
108,2204.082696079338,1.2980966012298176
109,2203.5709954247072,1.4003568307599543
110,2203.0862398803297,1.4146382056102391
111,2202.9560331970224,1.2837102876516802
112,2202.8222474266504,1.2546826249227718
113,2202.9354192439246,1.2421090033281519
114,2202.939221920442,1.2398470231298946
115,2203.0120064671482,1.241376979495328
116,2202.8014455096272,1.254052862102728
117,2202.2559715464363,1.3900973396043452
118,2201.841166681497,1.3864684869093837
119,2202.1365837611024,1.2599511054896262
120,2202.411607471024,1.2966139139217823
121,2202.13758426924,1.2574387785741836
122,2201.97656900205,1.265869171090378
123,2202.001479273501,1.2409351047272754
124,2201.9176146249833,1.2415740788190017
125,2201.684199133769,1.267573939344412
126,2201.4559044731855,1.2788939856210464
127,2201.2487547185333,1.2741203447225564
128,2201.2064977177024,1.246065114704492
129,2201.4223759500196,1.256784091400403
130,2201.8299852080977,1.3328510477957491
131,2202.072095946296,1.3017673270654044
132,2202.2252870823436,1.265056450315136
133,2202.6048282074485,1.316133647052633
134,2202.650898890738,1.2554032304868168
135,2202.814046589586,1.2533628581999288
136,2202.7522927357927,1.2399243244421536
137,2202.7403316356235,1.2394720097185457
138,2202.9093516296216,1.2506041590343109
139,2203.169205647457,1.2807407946498928
140,2203.3196530816676,1.264291869330706
141,2203.196962626381,1.2429699601727635
142,2202.80342484851,1.3163671398443104
143,2202.7012665454236,1.2653316504311825
144,2202.256582005903,1.3338383394691602
145,2202.2880149698026,1.2499679857559292
146,2202.138631476082,1.247926006472387
147,2202.0405016910054,1.2484768986241699
148,2202.225775745749,1.2496874707937826
149,2201.973088162336,1.2556409788889842
150,2201.9489879381385,1.2445760858244002
151,2202.068381452826,1.24465019110198
152,2202.642590450541,1.3896101266906782
153,2202.7918209686645,1.2938759986784685
154,2202.6219967696447,1.2488154451715683
155,2202.88320913801,1.2578488177682834
156,2202.8646150927957,1.241873336513991
157,2202.9568852805446,1.2423487718451924
158,2202.6215992289244,1.2785267689966908
159,2202.4442541099656,1.2749922413089205
160,2202.169543862518,1.2868286276009555
161,2202.1806078606173,1.2443788999339915
162,2202.103208832905,1.241649996671463
163,2202.011352637591,1.2448956795234452
164,2201.779106670632,1.2680642663862733
165,2201.672712874932,1.2544112974833768
166,2201.473311343658,1.262812963567631
167,2201.5707856984145,1.24097730785571
168,2201.241448536159,1.276549565004059
169,2201.4973010088333,1.251141506657238
170,2201.779117473439,1.2944115772409803
171,2201.9784142412577,1.277182250238046
172,2202.245261220251,1.2867015457479425
173,2202.5189604289176,1.2951722952040288
174,2202.85388752027,1.3156372925260147
175,2202.926910894914,1.2572377287439545
176,2202.8816865532167,1.240328266238057
177,2202.828793131454,1.240994526883099
178,2203.095726020304,1.2655211994703333
179,2203.35664804593,1.2902385904041365
180,2204.036167632036,1.4680820452081456
181,2203.9802210395674,1.2646158019456717
182,2204.0247008845986,1.2408828941764953
183,2204.140244953364,1.2462374560600806
184,2204.6700551690606,1.3691414287580872
185,2205.004931011298,1.3495638617883685
186,2205.2501630420215,1.2970368229719271
187,2205.8326890627905,1.4154237031145347
188,2206.123074771907,1.3418137224252347
189,2206.6903528184225,1.4174564560018015
190,2206.8659361770706,1.3024349642912678
191,2207.2453917455296,1.3207577613263113
192,2206.969519898138,1.2544935451855426
193,2206.8713054573577,1.254427712623517
194,2207.0347462088566,1.2473999585927467
195,2207.0319688068353,1.240517045662476
196,2207.2658199154025,1.2619968646033954
197,2207.432852999273,1.2648000623690172
198,2208.1234923403345,1.4567276682578432
199,2208.374194091372,1.342408877301079
200,2209.012870761747,1.4473647701222565
201,2209.316090220625,1.3555506518691627
202,2209.204155319747,1.2465418025723822
203,2208.8172320138888,1.3131453482859592
204,2209.2203398425377,1.2768177163976142
205,2209.098830056012,1.2413502101055125
206,2209.2776776302503,1.2475350541195334
207,2209.6249216371166,1.307004853652818
208,2209.6883067302533,1.2558378550014793
209,2210.068043196623,1.3062508037926766
210,2210.1200869239497,1.2556276517707363
211,2211.1139275583164,1.6170594700278218
212,2212.0240974685266,1.7830389284623644
213,2212.266655426822,1.3894927909167214
214,2212.975316533602,1.4864893023693173
215,2213.5486516396645,1.4984957144389546
216,2213.535993279587,1.268132764510652
217,2213.349073835499,1.2562005041608046
218,2212.7358993755925,1.419281109104775
219,2212.836747284017,1.2543163541806455
220,2212.752271882835,1.241120993173624
221,2212.7187030901755,1.2406651261028834
222,2212.7153463390105,1.2391802964304985
223,2212.6174106417766,1.2431743600226084
224,2212.1781770613943,1.3300207921348095
225,2212.0275642009424,1.2796105911098563
226,2212.0308692487674,1.2423391337437417
227,2212.002553576798,1.2395170792647383
228,2211.62226370849,1.3019526436893833
229,2211.7716126639993,1.2433072467125243
230,2211.776191374124,1.2403907791091295
231,2212.1931591816606,1.3115320133647204
232,2212.0662767332506,1.2435541215975343
233,2212.3717650361186,1.2689585747299252
234,2212.492559373302,1.260693033411925
235,2213.023481430498,1.3711570693704247
236,2213.2327427677105,1.305985761141037
237,2213.575790746954,1.3122423158787488
238,2213.9134152376296,1.325155232295873
239,2214.0073310149164,1.261295697904508
240,2214.507241911257,1.3544035974666633
241,2214.52177798004,1.2587805504177012
242,2214.946188712134,1.3161996193761545
243,2215.6445606711077,1.5091691114475716
244,2215.549108576365,1.2636176392871155
245,2215.3960962662263,1.2546856604527243
246,2214.863207254598,1.3761671587838775
247,2214.614410667335,1.3191040286509823
248,2214.543671732276,1.2534172777330475
249,2214.6994181034775,1.2474445219805428
