"time","RI=150, TW=300","RI=150, TW=400","RI=150, TW=500","RI=150, TW=600","RI=200, TW=300","RI=200, TW=400","RI=200, TW=500","RI=200, TW=600","RI=250, TW=300","RI=250, TW=400","RI=250, TW=500","RI=250, TW=600","RI=300, TW=300","RI=300, TW=400","RI=300, TW=500","RI=300, TW=600","RI=350, TW=300","RI=350, TW=400","RI=350, TW=500","RI=350, TW=600","RI=400, TW=300","RI=400, TW=400","RI=400, TW=500","RI=400, TW=600"
2007,0.0271519498888664,0.0271519498888664,0.0271519498888664,0.0271519498888664,0.0271519498888664,0.0271519498888664,0.0271519498888664,0.0271519498888664,0.0271519498888664,0.0271519498888664,0.0271519498888664,0.0271519498888664,0.0271519498888664,0.0271519498888664,0.0271519498888664,0.0271519498888664,0.0271519498888664,0.0271519498888664,0.0271519498888664,0.0271519498888664,0.0271519498888664,0.0271519498888664,0.0271519498888664,0.0271519498888664
2039,0.1010831075539056,0.1010831075539056,0.1010831075539056,0.1010831075539056,0.1010831075539056,0.1010831075539056,0.1010831075539056,0.1010831075539056,0.1010831075539056,0.1010831075539056,0.1010831075539056,0.1010831075539056,0.1010831075539056,0.1010831075539056,0.1010831075539056,0.1010831075539056,0.1010831075539056,0.1010831075539056,0.1010831075539056,0.1010831075539056,0.1010831075539056,0.1010831075539056,0.1010831075539056,0.1010831075539056
2071,0.1423797374539298,0.1423797374539298,0.1423797374539298,0.1423797374539298,0.1423797374539298,0.1423797374539298,0.1423797374539298,0.1423797374539298,0.1423797374539298,0.1423797374539298,0.1423797374539298,0.1423797374539298,0.1423797374539298,0.1423797374539298,0.1423797374539298,0.1423797374539298,0.1423797374539298,0.1423797374539298,0.1423797374539298,0.1423797374539298,0.1423797374539298,0.1423797374539298,0.1423797374539298,0.1423797374539298
2130,0.1499635544311467,0.1499635544311467,0.1499635544311467,0.1499635544311467,0.1499635544311467,0.1499635544311467,0.1499635544311467,0.1499635544311467,0.1499635544311467,0.1499635544311467,0.1499635544311467,0.1499635544311467,0.1499635544311467,0.1499635544311467,0.1499635544311467,0.1499635544311467,0.1499635544311467,0.1499635544311467,0.1499635544311467,0.1499635544311467,0.1499635544311467,0.1499635544311467,0.1499635544311467,0.1499635544311467
2149,0.1109661872804209,0.1889609215818725,0.1889609215818725,0.1889609215818725,0.1109661872804209,0.1889609215818725,0.1889609215818725,0.1889609215818725,0.1109661872804209,0.1889609215818725,0.1889609215818725,0.1889609215818725,0.1109661872804209,0.1889609215818725,0.1889609215818725,0.1889609215818725,0.1109661872804209,0.1889609215818725,0.1889609215818725,0.1889609215818725,0.1889609215818725,0.1889609215818725,0.1889609215818725,0.1889609215818725
2215,0.0894560036846774,0.210471105177616,0.167450737986129,0.210471105177616,0.0894560036846774,0.210471105177616,0.210471105177616,0.210471105177616,0.0894560036846774,0.167450737986129,0.210471105177616,0.210471105177616,0.0894560036846774,0.210471105177616,0.210471105177616,0.210471105177616,0.0894560036846774,0.167450737986129,0.210471105177616,0.210471105177616,0.210471105177616,0.210471105177616,0.210471105177616,0.210471105177616
2247,-0.0886477818648592,0.0323673196280794,-0.010653047563407597,0.38857489072715257,-0.0886477818648592,0.0323673196280794,0.38857489072715257,0.38857489072715257,-0.0886477818648592,-0.010653047563407597,0.38857489072715257,0.38857489072715257,-0.0886477818648592,0.0323673196280794,0.38857489072715257,0.38857489072715257,-0.0886477818648592,-0.010653047563407597,0.38857489072715257,0.38857489072715257,0.38857489072715257,0.38857489072715257,0.38857489072715257,0.38857489072715257
2315,0.1852906274731617,-0.24157108970994148,-0.2845914569014285,0.11463648138913168,-0.36258619120288005,-0.24157108970994148,0.11463648138913168,0.11463648138913168,-0.36258619120288005,-0.2845914569014285,0.11463648138913168,0.11463648138913168,-0.36258619120288005,-0.24157108970994148,0.11463648138913168,0.11463648138913168,-0.36258619120288005,-0.2845914569014285,0.11463648138913168,0.11463648138913168,0.11463648138913168,0.11463648138913168,0.11463648138913168,0.11463648138913168
2356,0.2510000561402777,-0.3072805183770575,-0.3503008855685445,0.04892705272201568,-0.29687676253576406,-0.3072805183770575,0.04892705272201568,0.04892705272201568,-0.29687676253576406,-0.3503008855685445,0.18034591005624767,0.04892705272201568,-0.42829561986999604,-0.3072805183770575,0.04892705272201568,0.04892705272201568,-0.42829561986999604,-0.3503008855685445,0.18034591005624767,0.04892705272201568,0.18034591005624767,0.04892705272201568,0.04892705272201568,0.04892705272201568
2372,0.2374161276257016,-0.3208644468916336,-0.33671695705396837,0.06251098123659178,-0.3104606910503402,-0.29369658986248137,0.06251098123659178,0.06251098123659178,-0.3104606910503402,-0.33671695705396837,0.16676198154167157,0.03534312420743958,-0.4147116913554199,-0.29369658986248137,0.06251098123659178,0.06251098123659178,-0.4147116913554199,-0.33671695705396837,0.16676198154167157,0.03534312420743958,0.16676198154167157,0.06251098123659178,0.06251098123659178,0.06251098123659178
2376,0.10959753660272831,-0.44868303791460695,-0.20889836603099507,0.1903295722595651,-0.43827928207331346,-0.16587799883950807,0.1903295722595651,0.1903295722595651,-0.43827928207331346,-0.20889836603099507,0.03894339051869827,-0.09247546681553372,-0.28689310033244664,-0.16587799883950807,0.1903295722595651,0.1903295722595651,-0.28689310033244664,-0.20889836603099507,0.03894339051869827,-0.09247546681553372,0.03894339051869827,0.1903295722595651,0.1903295722595651,0.1903295722595651
2416,0.10258814614357081,-0.45569242837376445,-0.20188897557183758,0.1973389627187226,-0.44528867253247095,-0.15886860838035058,0.1973389627187226,0.1973389627187226,-0.44528867253247095,-0.20188897557183758,0.045952780977855774,-0.08546607635637622,-0.27988370987328914,-0.15886860838035058,0.1973389627187226,0.1973389627187226,-0.27988370987328914,-0.20188897557183758,0.045952780977855774,-0.08546607635637622,0.03193400005954077,0.1973389627187226,0.1973389627187226,0.1973389627187226
2446,0.16233787769504382,-0.39594269682229144,-0.14213924402036457,0.2570886942701956,-0.505038404083944,-0.09911887682887757,0.2570886942701956,0.2570886942701956,-0.505038404083944,-0.14213924402036457,0.10570251252932877,-0.025716344804903223,-0.22013397832181614,-0.09911887682887757,0.2570886942701956,0.2570886942701956,-0.22013397832181614,-0.14213924402036457,0.10570251252932877,-0.025716344804903223,-0.027815731491932227,0.2570886942701956,0.2570886942701956,0.2570886942701956
2495,0.22814005935576354,-0.46174487848301116,-0.07633706235964487,0.3228908759309153,-0.5708405857446637,-0.03331669516815787,0.3228908759309153,0.3228908759309153,-0.5708405857446637,-0.07633706235964487,0.03990033086860907,-0.09151852646562292,-0.15433179666109642,-0.03331669516815787,0.3228908759309153,0.3228908759309153,-0.15433179666109642,-0.07633706235964487,0.03990033086860907,-0.09151852646562292,-0.09361791315265193,0.3228908759309153,0.3228908759309153,0.3228908759309153
2518,0.08266626369668464,-0.6072186741420901,-0.22181085801872374,0.4683646715899942,-0.7163143814037426,-0.17879049082723675,0.17741708027183642,0.4683646715899942,-0.7163143814037426,-0.22181085801872374,-0.10557346479046982,0.053955269193455974,-0.29980559232017534,-0.17879049082723675,0.4683646715899942,0.4683646715899942,-0.29980559232017534,-0.22181085801872374,0.18537412652768798,0.053955269193455974,-0.2390917088117308,0.17741708027183642,0.17741708027183642,0.4683646715899942
2544,0.12172942354735775,-0.568155514291417,-0.18274769816805064,0.4293015117393211,-0.6772512215530695,-0.13972733097656365,0.21648024012250952,0.4293015117393211,-0.6772512215530695,-0.18274769816805064,-0.06651030493979672,0.09301842904412908,-0.26074243246950224,-0.13972733097656365,0.5074278314406673,0.4293015117393211,-0.26074243246950224,-0.18274769816805064,0.22443728637836108,0.09301842904412908,-0.2000285489610577,0.21648024012250952,0.21648024012250952,0.4293015117393211
2564,-0.01732148007219214,-0.7072064179109668,-0.32179860178760056,0.5683524153588709,-0.8163021251726194,-0.2787782345961135,0.07742933650295963,0.5683524153588709,-0.8163021251726194,-0.32179860178760056,-0.20556120855934662,0.23206933266367896,-0.3997933360890521,-0.2787782345961135,0.6464787350602171,0.5683524153588709,-0.3997933360890521,-0.32179860178760056,0.363488189997911,0.23206933266367896,-0.33907945258060757,0.07742933650295963,0.07742933650295963,0.5683524153588709
2596,-0.09506916348700555,-0.7849541013257803,-0.399546285202414,0.4906047319440575,-0.8940498085874328,-0.3565259180109269,-0.0003183469118537702,0.4906047319440575,-0.8940498085874328,-0.399546285202414,-0.28330889197416004,0.15432164924886554,-0.4775410195038655,-0.3565259180109269,0.5687310516454037,0.4906047319440575,-0.4775410195038655,-0.399546285202414,0.2857405065830976,0.15432164924886554,-0.416827135995421,-0.0003183469118537702,-0.0003183469118537702,0.6461000987736844
2624,0.20038768587435146,-0.48949725196442323,-0.10408943584105695,0.7860615813054146,-0.5985929592260757,-0.0610690686495699,0.29513850244950324,0.7860615813054146,-0.5985929592260757,-0.10408943584105695,0.012147957387196984,0.44977849861022257,-0.1820841701425085,-0.0610690686495699,0.8641879010067608,0.7860615813054146,-0.1820841701425085,-0.10408943584105695,0.5811973559444545,0.44977849861022257,-0.12137028663406396,0.29513850244950324,0.29513850244950324,0.9415569481350414
2664,0.14578451127117686,-0.43489407736124863,-0.049486261237882356,0.8406647559085891,-0.5439897846229012,-0.006465894046395304,0.34974167705267784,0.8406647559085891,-0.6531961338292502,-0.049486261237882356,0.06675113199037158,0.5043816732133972,-0.1274809955393339,-0.006465894046395304,0.9187910756099353,0.8406647559085891,-0.1274809955393339,-0.049486261237882356,0.6358005305476291,0.5043816732133972,-0.06676711203088936,0.34974167705267784,0.34974167705267784,0.996160122738216
2700,-0.09644518769913513,-0.19266437839093664,0.19274343773242963,1.0828944548789012,-0.30176008565258916,0.2357638049239167,0.5919713760229899,1.0828944548789012,-0.8954258327995622,0.19274343773242963,0.3089808309606836,0.7466113721837092,0.1147487034309781,0.2357638049239167,1.1610207745802472,0.5984350569382771,0.1147487034309781,0.19274343773242963,0.8780302295179411,0.7466113721837092,0.17546258693942263,0.5919713760229899,0.5919713760229899,1.238389821708528
2754,-0.15138080273410082,-0.24759999342590233,0.13780782269746394,1.0279588398439354,-0.35669570068755485,0.180828189888951,0.5370357609880242,1.0279588398439354,-0.9503614478345279,0.13780782269746394,0.2540452159257179,0.6916757571487435,0.0598130883960124,0.180828189888951,1.1060851595452814,0.5434994419033115,0.0598130883960124,0.13780782269746394,0.8230946144829754,0.6916757571487435,0.12052697190445694,0.5370357609880242,0.5370357609880242,1.1834542066735623
2802,-0.20039905832080263,-0.29661824901260414,0.18682607828416575,0.9789405842572336,-0.40571395627425666,0.1318099343022492,0.4880175054013224,0.9789405842572336,-0.9993797034212297,0.08878956711076214,0.3030634715124197,0.6426575015620417,0.010794832809310595,0.1318099343022492,1.0570669039585796,0.49448118631660964,0.1088313439827142,0.08878956711076214,0.7740763588962736,0.6426575015620417,0.07150871631775513,0.4880175054013224,0.4880175054013224,1.1344359510868605
2838,-0.20146114357651024,-0.29555616375689653,0.18576399302845814,0.977878499001526,-0.40677604152996427,0.1328720195579568,0.48695542014561477,0.977878499001526,-0.9983176181655221,0.08772748185505454,0.3020013862567121,0.6415954163063341,0.009732747553602995,0.1328720195579568,1.056004818702872,0.49341910106090203,0.1098934292384218,0.08772748185505454,0.773014273640566,0.6415954163063341,0.07044663106204753,0.48907959065703,0.48695542014561477,1.133373865831153
2884,-0.20209869808742084,-0.2961937182678071,0.18512643851754754,0.9772409444906154,-0.4061384870190537,0.1322344650470462,0.48759297465652535,0.9772409444906154,-0.9989551726764327,0.08836503636596514,0.3013638317458015,0.6409578617954235,0.010370302064513595,0.1322344650470462,1.0566423732137826,0.4940566555718126,0.10925587472751119,0.08708992734414393,0.7736518281514766,0.6422329708172447,0.07108418557295813,0.4884420361461194,0.48759297465652535,1.1340114203420635
2916,-0.14413223794838634,-0.2382272581287726,0.24309289865658204,1.0352074046296498,-0.4641049471580882,0.1902009251860807,0.5455594347955598,1.0352074046296498,-0.9409887125373982,0.030398576226930644,0.359330291884836,0.698924321934458,-0.0475961580745209,0.1902009251860807,1.114608833352817,0.5520231157108471,0.1672223348665457,0.14505638748317842,0.8316182882905111,0.7001994309562792,0.013117725433923637,0.5464084962851539,0.42962651451749084,1.1919778804810979
2938,-0.06381624337927744,-0.1579112635596637,0.32340889322569094,1.1155233991987588,-0.38378895258897927,0.2705169197551896,0.6258754293646687,1.1155233991987588,-0.8606727179682894,0.11071457079603955,0.4396462864539449,0.7792403165035668,-0.12791215264362982,0.2705169197551896,1.194924827921926,0.4717071211417382,0.2475383294356546,0.22537238205228732,0.7513022937214022,0.6198834363871704,-0.06719826913518526,0.6267244908542627,0.5099425090865998,1.111661885911989
2990,-0.15944129119180134,-0.2535363113721876,0.22778384541316704,1.0198983513862347,-0.47941400040150317,0.1748918719426657,0.5302503815521448,1.0198983513862347,-0.9562977657808133,0.015089522983515652,0.344021238641421,0.6836152686910429,-0.03228710483110592,0.1748918719426657,1.0992997801094022,0.3760820733292143,0.1519132816231307,0.12974733423976342,0.6556772459088783,0.5242583885746465,0.028426778677338643,0.5310994430417388,0.41431746127407587,1.016036838099465
3013,0.4267635531812272,0.332668533000841,0.8139886897861957,0.4336935070132062,0.10679084397152538,0.7610967163156943,1.1164552259251734,0.4336935070132062,-0.3700929214077847,0.6012943673565442,-0.24218360573160758,0.09741042431801439,-0.6184919492041345,0.7610967163156943,1.6855046244824308,-0.21012277104381427,0.7381181259961592,0.715952178612792,1.2418820902819068,-0.061946455798382094,-0.5577780656956899,1.1173042874147674,1.0005223056471044,0.42983199372643655
3064,0.4867545011662999,0.3926594809859137,0.8739796377712683,0.4936844549982789,0.1667817919565981,0.821087664300767,1.176446173910246,0.4936844549982789,-0.310101973422712,0.5413034193714715,-0.18219265774653487,0.03741947633294169,-0.5585010012190619,0.821087664300767,1.7454955724675034,-0.15013182305874156,0.7981090739812319,0.7759431265978647,1.3018730382669794,-0.001955507813309394,-0.4977871177106172,1.17729523539984,1.060513253632177,0.48982294171150925
3091,0.12179177554280424,0.027696755362418002,1.238942363394764,0.1287217293747832,-0.1981809336668976,0.4561249386772713,0.8114834482867503,0.1287217293747832,0.05486075220078368,0.9062661449949672,-0.5471553833700306,0.40238220195643737,-0.9234637268425576,0.4561249386772713,1.3805328468440077,-0.5150945486822373,0.4331463483577362,0.410980400974369,0.9369103126434837,0.3630072178101863,-0.8627498433341129,0.8123325097763443,0.6955505280086813,0.12486021608801356
3175,-0.08583173382687206,-0.1799267540072583,1.0313188540250877,-0.07890177999489309,-0.4058044430365739,0.24850142930759497,0.603859938917074,-0.07890177999489309,-0.15276275716889262,0.6986426356252908,-0.7547788927397069,0.19475869258676107,-1.131087236212234,0.24850142930759497,1.1729093374743313,-0.7227180580519136,0.2255228389880599,0.2033568916046927,0.7292868032738073,0.15538370844051,-1.070373352703789,0.604709000406668,0.487927018639005,-0.08276329328166274
