DateTime,open,high,low,close,rolling_avg_15,rolling_sd_15,rolling_avg_20,rolling_sd_20
2025-03-21 12:34:00,2337465,2337875,2337045,2337245,2337709.33,848.12,2337188.75,1191.95
2025-03-21 12:35:00,2337335,2337635,2336990,2337110,2337793.67,699.34,2337261.75,1136.15
2025-03-21 12:36:00,2337135,2337480,2336800,2336975,2337846.0,591.88,2337307.0,1103.75
2025-03-21 12:37:00,2336875,2337150,2336475,2337150,2337756.33,588.41,2337365.5,1059.85
2025-03-21 12:38:00,2337215,2338025,2337215,2337805,2337701.67,537.86,2337497.75,926.83
2025-03-21 12:39:00,2337705,2338120,2337595,2337810,2337668.67,512.8,2337624.5,766.3
2025-03-21 12:40:00,2337765,2337950,2337385,2337745,2337663.0,511.36,2337719.5,641.72
2025-03-21 12:41:00,2337760,2338100,2337550,2337650,2337642.0,504.49,2337792.5,532.29
2025-03-21 12:42:00,2337615,2337980,2337425,2337845,2337584.67,416.2,2337760.0,506.35
2025-03-21 12:43:00,2337825,2337965,2337400,2337645,2337519.0,301.34,2337711.0,463.87
2025-03-21 12:44:00,2337610,2338560,2337505,2338405,2337560.0,373.94,2337716.0,471.1
2025-03-21 12:45:00,2338340,2339215,2338310,2338830,2337652.33,494.93,2337766.0,532.85
2025-03-21 12:46:00,2338795,2338935,2338270,2338480,2337732.33,526.43,2337791.75,554.96
2025-03-21 12:47:00,2338405,2338600,2337695,2338140,2337752.67,536.48,2337763.5,519.26
2025-03-21 12:48:00,2338050,2338155,2337440,2337475,2337754.0,535.71,2337705.75,480.6
2025-03-21 12:49:00,2337415,2337895,2337325,2337685,2337783.33,517.59,2337700.5,480.21
2025-03-21 12:50:00,2337575,2338005,2337305,2337835,2337831.67,482.91,2337720.0,477.2
2025-03-21 12:51:00,2337755,2338395,2337555,2338210,2337914.0,428.65,2337766.5,477.38
2025-03-21 12:52:00,2338220,2338710,2338075,2338605,2338011.0,407.52,2337805.0,512.92
2025-03-21 12:53:00,2338610,2339945,2338495,2339495,2338123.67,553.85,2337907.0,629.29
2025-03-21 12:54:00,2339435,2339610,2339195,2339420,2338231.0,638.29,2338015.75,693.52
2025-03-21 12:55:00,2339485,2339680,2339085,2339610,2338355.33,714.01,2338140.75,745.06
2025-03-21 12:56:00,2339575,2340040,2339420,2339690,2338491.33,762.69,2338276.5,768.45
2025-03-21 12:57:00,2339620,2339965,2339500,2339595,2338608.0,790.11,2338398.75,774.27
2025-03-21 12:58:00,2339575,2340115,2339100,2339980,2338763.67,816.41,2338507.5,836.71
2025-03-21 12:59:00,2339865,2340140,2339655,2340020,2338871.33,870.44,2338618.0,884.33
2025-03-21 13:00:00,2339945,2340185,2339525,2339945,2338945.67,913.21,2338728.0,906.57
2025-03-21 13:01:00,2339960,2340115,2339800,2339905,2339040.67,935.17,2338840.75,905.67
2025-03-21 13:02:00,2339910,2340120,2339560,2339765,2339149.0,917.33,2338936.75,896.27
2025-03-21 13:03:00,2339790,2339985,2339315,2339515,2339285.0,794.41,2339030.25,850.81
2025-03-21 13:04:00,2339440,2339635,2339040,2339265,2339390.33,660.58,2339073.25,839.2
2025-03-21 13:05:00,2339190,2339260,2338355,2338760,2339452.0,536.55,2339069.75,840.42
2025-03-21 13:06:00,2338620,2339195,2338445,2338875,2339496.33,446.51,2339089.5,830.41
2025-03-21 13:07:00,2338955,2339275,2338640,2339190,2339535.33,384.32,2339142.0,799.85
2025-03-21 13:08:00,2339165,2339450,2338780,2339115,2339510.0,399.39,2339224.0,697.47
2025-03-21 13:09:00,2339095,2339525,2338935,2339080,2339487.33,414.24,2339293.75,598.14
2025-03-21 13:10:00,2338980,2339370,2338600,2338725,2339428.33,456.4,2339338.25,510.6
2025-03-21 13:11:00,2338700,2339110,2338555,2339015,2339383.33,462.0,2339378.5,444.42
2025-03-21 13:12:00,2338890,2339140,2338225,2338540,2339313.0,505.71,2339375.25,450.57
2025-03-21 13:13:00,2338510,2338925,2338275,2338810,2339235.0,485.3,2339341.0,466.74
2025-03-21 13:14:00,2338660,2339360,2338410,2339090,2339173.0,434.61,2339324.5,469.62
2025-03-21 13:15:00,2338915,2339210,2336695,2337115,2338984.33,640.86,2339199.75,675.88
2025-03-21 13:16:00,2337105,2337315,2335575,2335720,2338705.33,1013.85,2339001.25,1019.8
2025-03-21 13:17:00,2335590,2336225,2335170,2335670,2338432.33,1235.28,2338805.0,1250.98
2025-03-21 13:18:00,2335570,2335980,2334995,2335555,2338168.33,1399.6,2338583.75,1413.04
2025-03-21 13:19:00,2335425,2336310,2335275,2336015,2337951.67,1467.61,2338383.5,1480.94
2025-03-21 13:20:00,2335850,2336370,2335585,2336275,2337786.0,1509.5,2338200.0,1504.46
2025-03-21 13:21:00,2336240,2337465,2336240,2337435,2337690.0,1480.82,2338076.5,1457.79
2025-03-21 13:22:00,2337355,2337970,2337200,2337695,2337590.33,1421.78,2337973.0,1404.09
2025-03-21 13:23:00,2337655,2338140,2337515,2337740,2337498.67,1359.42,2337884.25,1356.8
2025-03-21 13:24:00,2337640,2337845,2337270,2337365,2337384.33,1287.12,2337789.25,1321.08
2025-03-21 13:25:00,2337345,2337725,2337280,2337575,2337307.67,1234.74,2337730.0,1301.68
2025-03-21 13:26:00,2337455,2338460,2337410,2338100,2337246.67,1165.0,2337691.25,1277.1
2025-03-21 13:27:00,2337985,2338175,2337610,2337890,2337203.33,1124.86,2337626.25,1228.99
2025-03-21 13:28:00,2337805,2338390,2337620,2338060,2337153.33,1063.32,2337573.5,1183.52
2025-03-21 13:29:00,2338105,2338540,2337760,2338505,2337114.33,995.8,2337544.75,1151.55
2025-03-21 13:30:00,2338580,2338680,2338070,2338155,2337183.67,1031.42,2337516.25,1127.61
2025-03-21 13:31:00,2338235,2338455,2337165,2337195,2337282.0,948.92,2337425.25,1072.38
2025-03-21 13:32:00,2337180,2337420,2336445,2336590,2337343.33,863.15,2337327.75,1054.18
2025-03-21 13:33:00,2336500,2336610,2335740,2335920,2337367.67,812.81,2337183.25,1038.26
2025-03-21 13:34:00,2335910,2336065,2334565,2334615,2337274.33,1030.46,2336959.5,1086.78
2025-03-21 13:35:00,2334590,2334755,2333665,2334665,2337167.0,1210.17,2336837.0,1200.47
