open,high,low,close,close_diff,close_diff_percent,close_moving_avg,std,upper_bb,lower_bb
2348855,2349030,2348030,2348460,-525.0,-2.2350078863853096,2350974.0,1227.4134121031288,2353428.8268242064,2348519.1731757936
2348435,2348550,2346565,2347355,-1105.0,-4.705211074491622,2350759.0,1456.9837263838742,2353672.967452768,2347845.032547232
2347255,2347375,2346560,2346830,-525.0,-2.2365598727080993,2350561.25,1701.1991707090426,2353963.6483414182,2347158.8516585818
2346790,2347205,2346615,2347025,195.0,0.8309080759993925,2350381.25,1875.6120930737034,2354132.4741861476,2346630.0258138524
2347055,2347525,2346045,2346205,-820.0,-3.4937846848670517,2350166.5,2094.4174544928524,2354355.3349089855,2345977.6650910145
2346230,2346620,2346135,2346260,55.0,0.23442111835914048,2349899.25,2237.3399825168467,2354373.9299650337,2345424.5700349663
2346255,2347160,2346170,2347000,740.0,3.1539556570892024,2349644.75,2264.357394029224,2354173.4647880583,2345116.0352119417
2347050,2348860,2347045,2348800,1800.0,7.669365146996121,2349569.0,2266.095413051423,2354101.1908261026,2345036.8091738974
2348790,2349345,2347585,2348535,-265.0,-1.1282356948227878,2349416.75,2225.8057529802622,2353868.3615059606,2344965.1384940394
2348470,2348900,2348015,2348840,305.0,1.2986819442750708,2349282.0,2171.738571065283,2353625.4771421305,2344938.5228578695
2348735,2350895,2348690,2350635,1795.0,7.642070128233147,2349230.5,2123.941160350642,2353478.382320701,2344982.617679299
2350640,2352335,2350015,2352180,1545.0,6.572692059805263,2349186.75,2048.6948830131514,2353284.1397660263,2345089.3602339737
2352210,2352225,2350480,2350480,-1700.0,-7.227338043857001,2349093.75,1937.2035426845364,2352968.157085369,2345219.342914631
2350425,2350770,2349870,2350240,-240.0,-1.02106803716695,2349065.25,1914.6873284663257,2352894.6246569324,2345235.8753430676
2350275,2353560,2350225,2353225,2985.0,12.700830553475928,2349174.75,2088.040175934318,2353350.8303518686,2344998.6696481314
2353205,2354315,2353075,2353445,220.0,0.9348872292269661,2349259.0,2227.198854355429,2353713.3977087107,2344804.6022912893
2353485,2354060,2353430,2353760,315.0,1.3384634015234376,2349342.0,2365.2953526490523,2354072.590705298,2344611.409294702
2353730,2354180,2352285,2352795,-965.0,-4.099823261505264,2349492.75,2487.5973797389815,2354467.944759478,2344517.555240522
2352775,2354370,2352590,2354330,1535.0,6.5241553131478724,2349769.25,2704.428276481291,2355178.1065529627,2344360.3934470373
2354225,2355545,2353775,2353875,-455.0,-1.9326092773741532,2350013.75,2847.0783154332908,2355707.9066308667,2344319.5933691333
2353800,2353895,2351710,2351770,-2105.0,-8.942700865594011,2350179.25,2848.210091212394,2355875.6701824246,2344482.8298175754
2351740,2352220,2349935,2350755,-1015.0,-4.315898238348437,2350349.25,2771.194059093981,2355891.638118188,2344806.861881812
2350570,2351925,2350415,2351270,515.0,2.1907855135894216,2350571.25,2649.6056682775165,2355870.461336555,2345272.038663445
2351345,2352130,2351095,2352130,860.0,3.657597808843782,2350826.5,2533.3414069584883,2355893.182813917,2345759.817186083
2351885,2352075,2351290,2351575,-555.0,-2.3595634595030557,2351095.0,2290.6985834019965,2355676.397166804,2346513.602833196
2351630,2352555,2351400,2352100,525.0,2.232546272178393,2351387.0,1995.075780119899,2355377.15156024,2347396.84843976
2352155,2352650,2351870,2351955,-145.0,-0.6164703881639255,2351634.75,1708.7310427085135,2355052.212085417,2348217.287914583
2351950,2353190,2351695,2353030,1075.0,4.570665680252439,2351846.25,1597.5597138991716,2355041.3694277983,2348651.1305722017
2353140,2354025,2352435,2353400,370.0,1.5724406403649915,2352089.5,1428.2505861514555,2354946.0011723028,2349232.9988276972
2353325,2353435,2352815,2353110,-290.0,-1.2322597093561427,2352303.0,1221.0569192301518,2354745.1138384603,2349860.8861615397
2353075,2353540,2352430,2353340,230.0,0.9774298694065209,2352438.25,1175.5382585727584,2354789.3265171456,2350087.1734828544
2353255,2353510,2352625,2353095,-245.0,-1.0410735380350644,2352484.0,1182.7416855495896,2354849.483371099,2350118.516628901
2353130,2353770,2352525,2353745,650.0,2.7623194133674644,2352647.25,1114.9645675275872,2354877.1791350553,2350417.3208649447
2353785,2354455,2353620,2353755,10.0,0.04248548589602663,2352823.0,984.999866417233,2354792.9997328343,2350853.0002671657
2353695,2354075,2353405,2353745,-10.0,-0.042485305394857065,2352849.0,1002.8703542174716,2354854.740708435,2350843.259291565
2353715,2354345,2353705,2353940,195.0,0.8284669749691886,2352873.75,1024.233827897898,2354922.2176557956,2350825.2823442044
2353905,2354605,2353880,2354450,510.0,2.166580286668829,2352908.25,1066.4097106893257,2355041.0694213784,2350775.4305786216
2354475,2354590,2353400,2353665,-785.0,-3.3341120006791236,2352951.75,1079.214230476512,2355110.178460953,2350793.321539047
2353675,2354095,2353535,2354060,395.0,1.678233733348744,2352938.25,1062.6274226997618,2355063.5048453994,2350812.9951546006
2354045,2354320,2353190,2353225,-835.0,-3.5470633713674538,2352905.75,1042.2133267335,2354990.176653467,2350821.323346533
2353195,2353315,2351890,2352375,-850.0,-3.612064294744588,2352936.0,1015.9628567598525,2354967.9257135196,2350904.0742864804
2352550,2354185,2352550,2353665,1290.0,5.483819544078727,2353081.5,887.4180466237771,2354856.3360932474,2351306.6639067526
2353710,2353715,2353000,2353230,-435.0,-1.8481814531801088,2353179.5,778.3634991711517,2354736.226998342,2351622.773001658
2353260,2353685,2352700,2352910,-320.0,-1.359833080489814,2353218.5,741.6874430363189,2354701.8748860727,2351735.1251139273
2352880,2355520,2352360,2355435,2525.0,10.731392190945765,2353411.5,792.0228930768054,2354995.5457861535,2351827.4542138465
2355410,2357660,2355390,2357105,1670.0,7.089985501615992,2353661.75,1090.343107514819,2355842.4362150296,2351481.0637849704
2357060,2359185,2356925,2358600,1495.0,6.3425261072369565,2353994.0,1484.1909013259433,2356962.381802652,2351025.618197348
2358520,2359645,2358075,2359485,885.0,3.7522258967181976,2354316.75,1905.5606130479819,2358127.871226096,2350505.628773904
2359495,2359495,2357910,2358100,-1385.0,-5.869925004821086,2354551.75,2069.3262792512446,2358690.4025585023,2350413.0974414977
2358135,2358295,2357365,2357870,-230.0,-0.975361519868212,2354789.75,2166.2406649356485,2359122.2313298713,2350457.2686701287
2357785,2358075,2356955,2357350,-520.0,-2.2053802796595523,2354990.25,2210.1259043678256,2359410.5018087355,2350569.9981912645
2357260,2357475,2356535,2357175,-175.0,-0.7423590048150075,2355194.25,2214.2756181554496,2359622.801236311,2350765.698763689
2357250,2358420,2357185,2358085,910.0,3.860553416696888,2355411.25,2276.558387589702,2359964.3667751793,2350858.1332248207
2358130,2358130,2357300,2357945,-140.0,-0.5937020930124604,2355620.75,2308.6857020938164,2360238.1214041878,2351003.3785958122
2357900,2357910,2356695,2356835,-1110.0,-4.707488936340765,2355775.25,2279.763650607535,2360334.777301215,2351215.722698785
2356885,2356965,2355730,2355730,-1105.0,-4.688491133235662,2355864.75,2238.688805035052,2360342.12761007,2351387.37238993
2355725,2356475,2355540,2355960,230.0,0.9763427897091503,2355940.25,2213.7890089878874,2360367.8280179757,2351512.6719820243
2355875,2356465,2355875,2356285,325.0,1.37948012699729,2356071.25,2148.6255551667377,2360368.5011103335,2351773.9988896665
2356245,2357040,2355605,2356740,455.0,1.9310057993826568,2356205.25,2099.601763618348,2360404.453527237,2352006.046472763
2356820,2357090,2356400,2357020,280.0,1.1880818418652517,2356395.0,1984.4136082029077,2360363.827216406,2352426.172783594
2356960,2358090,2356960,2357680,660.0,2.800145947001731,2356660.25,1760.7373418093634,2360181.7246836186,2353138.7753163814
2357635,2359985,2357565,2359595,1915.0,8.122391503511128,2356956.75,1728.8072211482954,2360414.364442297,2353499.135557703
2359615,2359780,2358675,2359715,120.0,0.5085618506561751,2357281.0,1596.101005905434,2360473.202011811,2354088.797988189
2359735,2360510,2359335,2360390,675.0,2.8605149350657832,2357655.0,1379.6633838119042,2360414.326767624,2354895.673232376
2360450,2360450,2359380,2359730,-660.0,-2.796148094170725,2357869.75,1349.8698524008673,2360569.4897048017,2355170.0102951983
2359755,2360550,2359600,2360475,745.0,3.1571408593356054,2358038.25,1455.5784480476275,2360949.4068960953,2355127.0931039047
2360490,2360930,2360310,2360910,435.0,1.8428494264921547,2358153.75,1588.114468729872,2361329.9789374596,2354977.5210625404
2360915,2361175,2360340,2360375,-535.0,-2.266075369242726,2358198.25,1639.033151297533,2361476.316302595,2354920.183697405
2360450,2360450,2359180,2359315,-1060.0,-4.490811841338926,2358259.0,1657.6113124486067,2361574.222624897,2354943.777375103
2359270,2360020,2358745,2359915,600.0,2.5431110301088466,2358361.25,1695.0041724835253,2361751.258344967,2354971.241655033
2359865,2359865,2358895,2359515,-400.0,-1.6949763021123498,2358469.5,1696.1550171210774,2361861.810034242,2355077.189965758
2359305,2359320,2358375,2358840,-675.0,-2.860757401415004,2358552.75,1669.9326136734564,2361892.615227347,2355212.884772653
2358845,2359200,2358675,2359135,295.0,1.2506147089252906,2358605.25,1670.9581831990106,2361947.166366398,2355263.333633602
2359140,2359375,2358525,2358715,-420.0,-1.7803135471261555,2358643.75,1663.8002434185837,2361971.3504868373,2355316.1495131627
2358625,2359365,2358625,2359255,540.0,2.2893821423952687,2358764.75,1612.5433286711507,2361989.8366573425,2355539.6633426575
2359205,2359605,2358800,2359580,325.0,1.3775535073579093,2358957.25,1453.1168633048135,2361863.4837266095,2356051.0162733905
2359550,2360070,2359525,2359640,60.0,0.2542825418072603,2359141.25,1275.7854907549388,2361692.82098151,2356589.67901849
2359655,2360005,2359500,2359850,210.0,0.8899662660399876,2359319.5,1091.4414659907127,2361502.3829319812,2357136.6170680188
2359890,2360495,2359630,2360405,555.0,2.3518443968906233,2359502.75,931.510481055107,2361365.7709621103,2357639.7290378897
2360440,2360605,2359955,2360020,-385.0,-1.6310760229709675,2359652.75,730.5377885681627,2361113.825577136,2358191.674422864
2359970,2360115,2358680,2358860,-1160.0,-4.915212582944362,2359711.75,598.5558827182143,2360908.8617654364,2358514.6382345636
2358815,2359650,2358815,2359615,755.0,3.200698642564781,2359712.75,598.3672411344862,2360909.484482269,2358516.015517731
2359615,2359615,2358775,2358885,-730.0,-3.093725035652195,2359671.25,626.3320016696656,2360923.914003339,2358418.585996661
2358925,2359245,2357475,2357550,-1335.0,-5.659453512995016,2359529.25,762.0389460276167,2361053.3278920553,2358005.1721079447
2357525,2357525,2356815,2357250,-300.0,-1.2725074759811772,2359405.25,914.2302989254973,2361233.710597851,2357576.789402149
2357260,2358810,2357215,2358410,1160.0,4.920988439920393,2359302.0,903.6030218256019,2361109.2060436513,2357494.7939563487
2358450,2358800,2358270,2358700,290.0,1.2296420045698753,2359191.5,828.6325133042906,2360848.7650266085,2357534.2349733915
2358710,2358710,2358145,2358530,-170.0,-0.7207359986438622,2359099.25,791.8238025029711,2360682.897605006,2357515.602394994
2358475,2358670,2357855,2357930,-600.0,-2.5439574650309993,2359030.0,831.5299785713718,2360693.059957143,2357366.940042857
2357895,2358275,2357725,2358095,165.0,0.6997663204599824,2358939.0,829.1650841912256,2360597.3301683823,2357280.6698316177
2358100,2358305,2357860,2358065,-30.0,-0.12722133756248866,2358866.5,839.4783781421391,2360545.4567562845,2357187.5432437155
2358065,2358720,2357920,2358570,505.0,2.1415864278551133,2358853.0,842.0938815018757,2360537.1877630036,2357168.8122369964
2358570,2359655,2358570,2359225,655.0,2.777106467053425,2358857.5,843.9186478626151,2360545.337295725,2357169.662704275
2359255,2359475,2359030,2359425,200.0,0.8477360150038749,2358893.0,852.4984951366569,2360597.9969902732,2357188.0030097268
2359450,2360990,2359365,2360855,1430.0,6.060798711551296,2358973.0,956.93369951261,2360886.8673990252,2357059.1326009748
2360905,2360905,2360125,2360825,-30.0,-0.12707260717004232,2359035.25,1035.7472194658867,2361106.744438932,2356963.755561068
2360830,2361475,2360730,2361295,470.0,1.990829476983258,2359118.0,1146.7682278563527,2361411.5364557127,2356824.4635442873
2361290,2361680,2361265,2361335,40.0,0.16939857154563143,2359192.25,1240.8713778291249,2361673.9927556585,2356710.5072443415
2361335,2361335,2360750,2361050,-285.0,-1.206944376803687,2359224.5,1281.757531056798,2361788.0150621138,2356660.9849378862
2361030,2361185,2360640,2360730,-320.0,-1.355329196756072,2359260.0,1314.3669679033908,2361888.733935807,2356631.266064193
2360755,2360755,2359860,2360090,-640.0,-2.7110258267570853,2359321.5,1323.4107648917427,2361968.3215297833,2356674.6784702167
2360125,2360785,2360065,2360685,595.0,2.521090297404882,2359375.0,1357.0992672064942,2362089.198534413,2356660.801465587
2360690,2360725,2360135,2360260,-425.0,-1.8003249056952608,2359443.75,1365.770338827446,2362175.290677655,2356712.209322345
2360290,2360310,2359330,2359345,-915.0,-3.876691550930289,2359533.5,1291.7471848134523,2362116.994369627,2356950.005630373
2359375,2359445,2358840,2359115,-230.0,-0.9748468324899395,2359626.75,1180.7772585082776,2361988.3045170167,2357265.1954829833
2359100,2359480,2358675,2358985,-130.0,-0.5510541029152272,2359655.5,1156.3393919924574,2361968.178783985,2357342.821216015
2358950,2359090,2358575,2358690,-295.0,-1.2505378372473785,2359655.0,1156.7763737849984,2361968.55274757,2357341.44725243
2358660,2358710,2357840,2358245,-445.0,-1.886640465682543,2359640.75,1173.0058946770785,2361986.761789354,2357294.738210646
2358140,2358785,2357955,2358770,525.0,2.2262317952548294,2359682.75,1122.4778452859132,2361927.705690572,2357437.794309428
2358775,2359285,2358495,2358895,125.0,0.5299372130385116,2359722.75,1076.2208184196265,2361875.1916368394,2357570.3083631606
2358870,2359065,2358665,2358950,55.0,0.2331600177196691,2359767.0,1021.2639227936189,2361809.527845587,2357724.472154413
2358915,2359720,2358810,2359685,735.0,3.1157930435155023,2359822.75,982.1666101022835,2361787.0832202043,2357858.4167797957
2359680,2360210,2359355,2359580,-105.0,-0.4449746470402971,2359840.5,973.9689555194237,2361788.4379110388,2357892.5620889612
2359550,2359985,2358985,2359880,300.0,1.2714127090407423,2359863.25,969.0544428243976,2361801.3588856487,2357925.1411143513
2359885,2360100,2359685,2360055,175.0,0.7415631303286929,2359823.25,942.099105022405,2361707.4482100448,2357939.0517899552
2360090,2360555,2359885,2359925,-130.0,-0.5508346203797476,2359778.25,912.7694627369377,2361603.788925474,2357952.711074526
2359910,2359910,2358835,2358895,-1030.0,-4.364545483437343,2359658.25,859.0513050666078,2361376.352610133,2357940.147389867
2358935,2358965,2358330,2358615,-280.0,-1.1869964538480104,2359522.25,792.3440822878922,2361106.938164576,2357937.561835424
2358610,2358675,2356575,2356810,-1805.0,-7.652796238470927,2359310.25,919.1464504464279,2361148.542900893,2357471.957099107
2356875,2357970,2356780,2357925,1115.0,4.730971100768144,2359170.0,905.003634770183,2360980.0072695403,2357359.9927304597
2357900,2358060,2357585,2357845,-80.0,-0.33928135967031814,2359057.75,923.9168266848845,2360905.58365337,2357209.91634663
2357960,2357990,2357535,2357660,-185.0,-0.7846147647538881,2358906.5,890.5070997677154,2360687.5141995354,2357125.4858004646
2357645,2357950,2357555,2357875,215.0,0.9119211421504403,2358787.25,858.8448101342957,2360504.9396202685,2357069.5603797315
2357890,2358295,2357655,2358190,315.0,1.335948682605892,2358729.5,858.198694941845,2360445.8973898836,2357013.1026101164
2358220,2359270,2358070,2359120,930.0,3.9437025854582863,2358729.75,858.3176246219858,2360446.385249244,2357013.114750756
2359105,2359785,2358930,2359000,-120.0,-0.5086642476859193,2358730.5,858.5589211303542,2360447.6178422607,2357013.3821577393
2358970,2359050,2358535,2358860,-140.0,-0.5934718100886194,2358739.0,858.9782792425033,2360456.956558485,2357021.043441515
2358830,2359200,2358690,2358845,-15.0,-0.0635900392564892,2358769.0,851.2600567455353,2360471.520113491,2357066.479886509
2358825,2359340,2358620,2359230,385.0,1.6321547197883923,2358792.0,857.4800903012512,2360506.9601806025,2357077.0398193975
2359245,2359635,2358875,2359090,-140.0,-0.5934139528573912,2358801.75,859.8183330153855,2360521.3866660306,2357082.1133339694
2359125,2359315,2358935,2359215,125.0,0.5298653294283362,2358815.0,864.2535568490289,2360543.507113698,2357086.492886302
2359205,2359645,2358905,2359600,385.0,1.6318987459817968,2358810.75,859.9483996146993,2360530.6467992296,2357090.8532007704
2359615,2359885,2359165,2359885,285.0,1.2078318359054485,2358826.0,876.8463227294117,2360579.692645459,2357072.307354541
2359755,2360470,2359755,2360420,535.0,2.267059623668466,2358853.0,918.3414684263446,2360689.682936853,2357016.317063147
2360430,2361530,2360260,2361300,880.0,3.7281500749863916,2358915.25,1038.4495971347649,2360992.1491942694,2356838.3508057306
2361185,2361285,2360665,2361285,-15.0,-0.06352432981859835,2358983.25,1146.9137936217753,2361277.0775872436,2356689.4224127564
2361270,2361590,2361130,2361450,165.0,0.6987720669049402,2359111.0,1272.0369077730077,2361655.073815546,2356566.926184454
2361350,2361350,2360695,2361255,-195.0,-0.8257638315445348,2359243.0,1352.3025198760263,2361947.605039752,2356538.394960248
2361285,2361505,2360890,2361100,-155.0,-0.6564305845835339,2359457.5,1284.614933089172,2362026.7298661782,2356888.2701338218
2361105,2361240,2360575,2360895,-205.0,-0.8682393799497312,2359606.0,1269.7136021870792,2362145.427204374,2357066.572795626
2360810,2361635,2360770,2361470,575.0,2.4355170390899517,2359787.25,1263.8209348096364,2362314.8918696195,2357259.6081303805
2361590,2361785,2360820,2361025,-445.0,-1.884419450596253,2359955.5,1187.3964220755472,2362330.292844151,2357580.707155849
2361035,2361035,2360365,2360750,-275.0,-1.1647483614107834,2360099.25,1092.504697087299,2362284.2593941744,2357914.2406058256
2360740,2362190,2360705,2361910,1160.0,4.913692682411153,2360285.25,1066.707273761022,2362418.664547522,2358151.835452478
2361885,2362090,2361460,2362030,120.0,0.5080633893750353,2360430.75,1097.4219490289245,2362625.593898058,2358235.906101942
2362030,2362450,2361965,2362350,320.0,1.354766874257507,2360598.25,1122.9124198402599,2362844.0748396805,2358352.4251603195
2362370,2362450,2361980,2362165,-185.0,-0.783118504878999,2360763.5,1096.5197336645313,2362956.539467329,2358570.460532671
2362190,2362450,2361795,2361815,-350.0,-1.481691583780087,2360912.0,1021.5756663631125,2362955.1513327262,2358868.8486672738
2361865,2361865,2361480,2361830,15.0,0.06351047816988142,2361042.0,959.8333188632017,2362961.6666377266,2359122.3333622734
2361835,2362125,2361700,2361730,-100.0,-0.42340049876576913,2361174.0,852.8244096437274,2362879.6488192873,2359468.3511807127
2361760,2362125,2361605,2362050,320.0,1.35493896423311,2361315.75,737.945717230563,2362791.6414344613,2359839.8585655387
2362040,2362040,2360655,2360830,-1220.0,-5.165004974492238,2361377.25,630.9234564467579,2362639.0969128935,2360115.4030871065
2360820,2360820,2359515,2360335,-495.0,-2.096720221278492,2361399.75,580.9508426527484,2362561.6516853054,2360237.8483146946
2360365,2360445,2359975,2360110,-225.0,-0.9532545168378093,2361384.25,611.7840068624081,2362607.818013725,2360160.681986275
2360150,2360405,2359395,2359830,-280.0,-1.1863853803428803,2361310.75,703.8190463464239,2362718.388092693,2359903.111907307
2359685,2360080,2359410,2359810,-20.0,-0.08475186771939036,2361237.0,779.8336529772027,2362796.6673059543,2359677.3326940457
2359845,2359845,2359405,2359640,-170.0,-0.7203969811131472,2361146.5,855.1978841488062,2362856.895768298,2359436.104231702
2359665,2359920,2359210,2359805,165.0,0.6992592090315775,2361074.0,905.4986994672014,2362884.9973989343,2359263.0026010657
2359805,2359805,2359245,2359475,-330.0,-1.3984206322137371,2360992.75,973.4021657648725,2362939.55433153,2359045.94566847
2359460,2359790,2358715,2359320,-155.0,-0.6569257991717592,2360914.0,1042.9520350276841,2362999.9040700556,2358828.0959299444
2359320,2359825,2359095,2359485,165.0,0.6993540511679441,2360814.75,1081.011313782734,2362976.7726275655,2358652.7273724345
2359485,2359765,2359155,2359655,170.0,0.7204962099782719,2360746.25,1110.0045933996744,2362966.259186799,2358526.240813201
2359715,2360315,2359350,2360215,560.0,2.373228289729301,2360719.5,1116.33788037397,2362952.175760748,2358486.824239252
2360310,2360470,2359475,2359475,-740.0,-3.135307588503222,2360597.75,1112.442162896325,2362822.6343257925,2358372.8656742075
2359515,2359530,2358580,2359320,-155.0,-0.6569257991717592,2360462.25,1093.6930135530308,2362649.636027106,2358274.863972894
2359385,2359585,2358905,2359300,-20.0,-0.08477018802022229,2360309.75,1027.2401387365928,2362364.230277473,2358255.269722527
2359255,2359670,2359065,2359465,165.0,0.6993599796545347,2360174.75,944.6908085104811,2362064.131617021,2358285.368382979
2359585,2359585,2358870,2359255,-210.0,-0.8900322742655398,2360046.75,882.1091276921778,2361810.9682553844,2358282.5317446156
2359270,2359715,2359050,2359525,270.0,1.144429067649888,2359931.5,781.7256552013482,2361494.9513104027,2358368.0486895973
2359605,2359690,2359090,2359480,-45.0,-0.1907163518077848,2359819.0,662.011686969507,2361143.023373939,2358494.976626061
2359450,2359460,2358055,2358225,-1255.0,-5.318968586298656,2359627.75,521.0754945808303,2360669.900989162,2358585.599010838
2358320,2358590,2357745,2358360,135.0,0.572464459498434,2359504.25,513.7895201856815,2360531.8290403713,2358476.6709596287
2358425,2358785,2357810,2358600,240.0,1.0176563374542091,2359417.5,512.610706913271,2360442.7214138266,2358392.2785861734
2358635,2359380,2358485,2358860,260.0,1.1023488510142343,2359355.0,499.7762657324648,2360354.552531465,2358355.447468535
2358885,2359360,2358565,2358995,135.0,0.5723103533061824,2359313.25,492.8362464241924,2360298.9224928482,2358327.5775071518
2359060,2359195,2358685,2358870,-125.0,-0.5298866678393743,2359266.25,487.7657844973574,2360241.7815689947,2358290.7184310053
2358900,2358900,2358020,2358485,-385.0,-1.6321374217320717,2359208.5,509.0938802886774,2360226.6877605775,2358190.3122394225
2358585,2358870,2358265,2358750,265.0,1.1236026517025266,2359155.75,498.5829261121286,2360152.9158522245,2358158.5841477755
2358730,2359310,2358510,2359130,380.0,1.6110227874932548,2359138.5,492.89184251827487,2360124.2836850365,2358152.7163149635
2359105,2359735,2358795,2359255,125.0,0.5298563453481897,2359135.25,491.8452768054167,2360118.9405536107,2358151.5594463893
2359345,2360010,2359095,2359795,540.0,2.2888581353019966,2359150.75,508.0646327512236,2360166.8792655026,2358134.6207344974
2359835,2360015,2359415,2359420,-375.0,-1.5891210889085183,2359139.0,498.4148557387298,2360135.8297114773,2358142.1702885227
