0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2354760.0,916.8251856557124
2354734.25,912.9626080427448
2354804.75,1052.6888816639737
2354909.75,1208.8592654582296
2354936.5,1260.1650894353402
2355066.25,1439.3793207307683
2355135.75,1529.756839122514
2355253.5,1538.8752728090597
2355247.5,1545.5117530926022
2355199.0,1598.8718061907211
2355088.0,1718.177890428664
2355011.0,1825.6510014094613
2354915.25,1869.5985179768015
2354832.0,1920.0605801846325
2354706.75,2074.0084980539496
2354588.5,2179.9397022081043
2354395.25,2339.6639856589395
2354238.75,2484.918125835389
2354037.0,2619.742554647609
2353861.0,2660.7214098910526
2353730.25,2681.2362010441143
2353515.0,2777.135498845414
2353227.75,2656.8186728729374
2352929.25,2480.4871523871866
2352640.5,2253.5053980293387
2352389.75,1862.6844486555306
2352125.25,1396.7127525579106
2351841.5,978.1159386666205
2351714.75,903.7618383879217
2351648.0,843.7625632592943
2351636.0,835.0647626949283
2351528.5,928.3971756686218
2351308.5,1027.498367267239
2351110.25,1075.5016883198964
2350974.0,1227.4134121030804
2350759.0,1456.9837263838497
2350561.25,1701.1991707090185
2350381.25,1875.6120930736745
2350166.5,2094.4174544928264
2349899.25,2237.3399825168326
2349644.75,2264.3573940292063
2349569.0,2266.0954130514083
2349416.75,2225.805752980255
2349282.0,2171.7385710652725
2349230.5,2123.9411603506296
2349186.75,2048.694883013137
2349093.75,1937.2035426845248
2349065.25,1914.6873284663147
2349174.75,2088.0401759343113
2349259.0,2227.198854355422
2349342.0,2365.2953526490423
2349492.75,2487.5973797389743
2349769.25,2704.4282764812933
2350013.75,2847.0783154333017
2350179.25,2848.210091212411
2350349.25,2771.1940590940026
2350571.25,2649.6056682775306
2350826.5,2533.3414069585106
2351095.0,2290.698583402015
2351387.0,1995.0757801199063
2351634.75,1708.7310427085329
2351846.25,1597.559713899197
2352089.5,1428.2505861515006
2352303.0,1221.0569192302216
2352438.25,1175.5382585728212
2352484.0,1182.7416855496563
2352647.25,1114.9645675276436
2352823.0,984.9998664173032
2352849.0,1002.8703542175434
2352873.75,1024.233827897969
2352908.25,1066.4097106893914
2352951.75,1079.2142304765805
